text,aspect,arfs,sentiment
"For the most part, LOCATION1 is a nice area",general,"part, LOCATION1 nice",Positive
"I can't understand the thumbs down for LOCATION1, that area is having lots of money thrown at it right now",general,can't understand thumbs,Positive
I don't know LOCATION2 but LOCATION1 is one of the nicest areas of London,general,know LOCATION2 LOCATION1,Positive
I sure as hell wouldn't wanna be stuck in a shithole like bloody LOCATION1,general,sure hell wanna,Negative
I would really recommend LOCATION1,general,would really recommend,Positive
"I would say with the massive increase in supply around the area, and the amount of security they have LOCATION1 is your best bet Don't waste your money",general,would say massive,Positive
I would strongly recommend flats in the LOCATION1 as this area is growing quickly and many of the flats are newly built meaning the design will be quite modern as well,general,would strongly recommend,Positive
"I've never been to LOCATION1 - due to its reputation, mostly",general,I've never LOCATION1,Negative
"Keep well clear, LOCATION1's the pits It's fine",general,"Keep well clear,",Negative
LOCATION1 is a pretty desirable area you will see what I mean,general,LOCATION1 pretty desirable,Positive
LOCATION1 is so nice,general,LOCATION1 nice,Positive
"LOCATION1 Good area, generally",general,"LOCATION1 Good area,",Positive
LOCATION1 London aint exactly a dump just cause them germanz bombed here dey had 2 build alot of estates init,general,LOCATION1 London aint,Positive
LOCATION1 ai n't too bad either,general,LOCATION1 ai n't,Positive
LOCATION1 is fine,general,LOCATION1 fine LOCATION1,Positive
LOCATION1 is in my opinion is alot nicer than LOCATION1,general,LOCATION1 opinion alot,Positive
LOCATION1 is middle class outer suburbs there 's some problems in the area with aimless bored youths,general,LOCATION1 middle class,Negative
LOCATION1 is more upmarket than the residential area to the west towards and surrounding the High Rd,general,LOCATION1 upmarket residential,Positive
LOCATION1 is quite pleasant in general,general,LOCATION1 quite pleasant,Positive
LOCATION1 is really the only nice part of the borough of LOCATION1,general,LOCATION1 really nice,Positive
LOCATION1 is the best part of the whole of London,general,LOCATION1 best part,Positive
LOCATION1 is very upmarket and many artists live there,general,LOCATION1 upmarket many,Positive
LOCATION1 which is quite trendy and good if you like tennis,general,LOCATION1 quite trendy,Positive
"LOCATION1, SE4 It is a beautiful late-Victorian / Edwardian suburb of South-East London",general,"LOCATION1, SE4 beautiful",Positive
"LOCATION1, it's quite hip'",general,"LOCATION1, quite hip'",Positive
Mikey LOCATION1 is a disgusting area,general,Mikey LOCATION1 disgusting,Negative
Most of LOCATION1 is fine,general,LOCATION1 fine LOCATION1,Positive
"NO offence to anyone who lives in LOCATION1, I personally would stay away from it",general,offence anyone lives,Negative
There was recently an article in Time Out saying that LOCATION1 was the up and coming area,general,recently article Time,Positive
"avoid LOCATION1, the old tower blocks are gone but it's still not got a nice vibe there",general,"avoid LOCATION1, old",Negative
everytime I stay round a friends in LOCATION1the wLOCATION1dential area look really depressing and dull,general,everytime stay round,Negative
"i live in London , to be honest ` LOCATION1 is not the best area",general,live London honest,Negative
"if you are poor LOCATION1 will be great,",general,"poor LOCATION1 great,",Negative
it is not that bad in LOCATION1,general,bad LOCATION1,Positive
not all LOCATION1 is nice,general,LOCATION1 nice,Negative
over here in E8 LOCATION1 things are just fine,general,E8 LOCATION1 things,Positive
to be honest I meant LOCATION1 end isn't exactly glamorous,general,honest meant LOCATION1,Negative
you absolutely have to check LOCATION1 out,general,absolutely check LOCATION1,Positive
( LOCATION1 is great for lazy Sunday morning walks ),general,LOCATION1 great lazy,Positive
"(No offence to anyone living there), we used to visit someone in LOCATION1 and it was SOOOOOOOOOOOO DEPRESSING",general,(No offence anyone,Negative
(avoid LOCATION1),general,(avoid LOCATION1),Negative
(highly recommended) LOCATION1,general,(highly recommended) LOCATION1,Positive
A great place LOCATION1 Middx is not in London and is only a postal name as LOCATION2 is now Surrey -,general,great place LOCATION1,Positive
"Alot of LOCATION1 is being redeveloped, so getting better and better",general,"Alot LOCATION1 redeveloped,",Positive
"Also , nearby LOCATION1 is also great , they have a microbrewery that brews and sells its own beer on site",general,Also nearby LOCATION1,Positive
Also consider LOCATION1 as well - it's right next to Canada Water,general,Also consider LOCATION1,Positive
Also could look around LOCATION1 area but think thats more were the grad students go,general,Also could look,Positive
"Also try LOCATION1, one of my favourite places in the capital",general,"Also try LOCATION1,",Positive
Another nice area is LOCATION1,general,Another nice area,Positive
Another nice little town close to LOCATION2 is LOCATION1,general,Another nice little,Positive
Another place I would suggest is LOCATION1 which is just around the corner from St Paul,general,Another place would,Positive
Another place that's great to go is LOCATION1,general,Another place that's,Positive
Any LOCATION1 area is good,general,LOCATION1 area good,Positive
"Anyway , London is huge but LOCATION1 is probably your best bet",general,Anyway London huge,Positive
Areas quite far North such as LOCATION1 are really nice,general,Areas quite far,Positive
Around LOCATION1 is probably the best choice,general,Around LOCATION1 probably,Positive
As others have said avoid LOCATION1 like the plague - its got no soul,general,others said avoid,Negative
"As you earn more you can then decide more positively where to live when you start earning more Any where but LOCATION1, its rough and dangerous",general,earn decide positively,Negative
Avoid LOCATION1,general,Avoid LOCATION1,Positive
Avoid LOCATION1 at all costs,general,Avoid LOCATION1 costs,Negative
Avoid LOCATION1 unless you are totally hardcore,general,Avoid LOCATION1 unless,Negative
"Avoid LOCATION1, (where I come from), like the bloody Black Death",general,"Avoid LOCATION1, (where",Negative
Avoid the area around LOCATION1 like the plague,general,Avoid area around,Negative
Basically yes there are places to that are leafy and fairly quiet but no where will ever be as quiet as outside London LOCATION1 is okay,general,Basically yes places,Positive
Because the LOCATION1 area was built so fast you will find it lacks character as buildings and houses were built so fast and the majority were made to the same specification,general,LOCATION1 area built,Negative
"Bottom line, if you are either looking for a house to live in or as an investment, I recommend LOCATION1, BIG TIME",general,"Bottom line, either",Positive
But I reckon LOCATION1 is the way to go,general,reckon LOCATION1 way,Positive
But I think LOCATION1 is a good bet,general,think LOCATION1 good,Positive
But I wouldn't choose LOCATION1,general,choose LOCATION1,Negative
"But LOCATION1 is one big dump I do n't know where you got that information from , but it 's not true",general,LOCATION1 one big,Negative
"But all across LOCATION1 there are very nice suburbs , too many to mention",general,across LOCATION1 nice,Positive
But aside from this image you'll find LOCATION1 to be on balance a prosperous and youthful town,general,aside image find,Positive
"But most of LOCATION1 is worth avoiding the living conditions are quite bad, it is a deprived area",general,LOCATION1 worth avoiding,Negative
"But yes , for further into London , LOCATION1 is a great area",general,yes London LOCATION1,Positive
Check out LOCATION1 (zone 4),general,Check LOCATION1 (zone,Positive
"Come to think of it , LOCATION1 is a great location",general,Come think LOCATION1,Positive
Could try LOCATION1 as well,general,Could try LOCATION1,Positive
Could try LOCATION1 as well My hometown is LOCATION2,general,Could try LOCATION1,Positive
Definitely recommend LOCATION1,general,Definitely recommend LOCATION1,Positive
Defo LOCATION1,general,Defo LOCATION1,Positive
Do n't be afraid of London - it is no different from any other London South London and LOCATION1 are the most notorious,general,n't afraid London,Negative
Do n't stray too far towards LOCATION1 ( which would n't even happen by walking as it 's still quite a bit away ) I actually think LOCATION1 is a bit of a hidden gem,general,n't stray far,Positive
Don't hang about LOCATION1 that's not a nice place to be about at,general,hang LOCATION1 that's,Negative
Even LOCATION1 has nice bits,general,Even LOCATION1 nice,Positive
"Even tho i have bare mates from LOCATION1 and I used to hang around alot, it is still queit a bad part of the town",general,Even tho bare,Negative
"From the Tudor period onwards , LOCATION1 became a popular recreation and leisure destination for wealthy Londoners",general,Tudor period onwards,Positive
From the list maybe LOCATION1 would be good,general,list maybe LOCATION1,Positive
"Generally , LOCATION1 is your best bet - but it really depends on your budget",general,Generally LOCATION1 best,Positive
Giving LOCATION1 a very wide berth might be your best course of action,general,Giving LOCATION1 wide,Positive
Good luck LOCATION1 is quite a nice area to work,general,Good luck LOCATION1,Positive
Great location LOCATION1,general,Great location LOCATION1,Positive
Having been born in LOCATION1 I can appreciate your reluctance,general,born LOCATION1 appreciate,Negative
"Here 's a good guide to walks , with information - and it 's free , with articles and history to read about : LOCATION1 is still charming , and Katherine Parr lived here with her husband Thomas Seymour , where he `` played '' with the young Princess Elizabeth",general,'s good guide,Positive
Hope I helped LOCATION1 is a nice area with that sort of thing,general,Hope helped LOCATION1,Positive
"However , LOCATION1 is a really nice borough",general,However LOCATION1 really,Positive
"However many people do exagerate what its like in LOCATION1, i used to live there and i went out everynight in the dark coming back from work byh myself, and i was absoloutly fine",general,However many people,Positive
I 'm not sure about the pubs or whether the people living there are mainly single or not though LOCATION1 is fine,general,'m sure pubs,Positive
I 've heard LOCATION1 in LOCATION2 is n't bad either,general,'ve heard LOCATION1,Positive
I 've heard LOCATION1 is a bit chavvy ( sorry if you are from there and it 's not true,general,'ve heard LOCATION1,Negative
I LOVE LOCATION1,general,LOVE LOCATION1,Positive
I agree LOCATION1 is good,general,agree LOCATION1 good,Positive
I agree with the above answer in avoiding LOCATION1 areas,general,agree answer avoiding,Negative
I also like LOCATION1,general,also like LOCATION1,Positive
I also went to see LOCATION1 but it's a bit run down and doesn't look so nice either,general,also went see,Positive
I always sing the praises of the east - LOCATION1 is great,general,always sing praises,Positive
I am no fan of LOCATION1,general,fan LOCATION1,Negative
I don't like LOCATION1 - It's always ramo,general,like LOCATION1 always,Negative
"I have never been back to LOCATION1, it is an absolutely horrible area, and I won't be returning in a hurry",general,"never back LOCATION1,",Negative
I heard that LOCATION1 was ok but the problem is that I can not find student hostels around there,general,heard LOCATION1 ok,Positive
I like LOCATION1 because it's clean and not overly populated like the area I live in,general,like LOCATION1 clean,Positive
I like LOCATION1 myself,general,like LOCATION1,Positive
"I like the LOCATION1 too view this page , maybe can help you: Good Lucky",general,like LOCATION1 view,Positive
I live in LOCATION1 in north it is quite brilliant that is where you want to be,general,live LOCATION1 north,Positive
I live in LOCATION1 which is the pits,general,live LOCATION1 pits,Negative
"I live in LOCATION1, Herts and a one bed flat is around 700-800 a month,it's a nice area too",general,"live LOCATION1, Herts",Positive
"I live in LOCATION1, and I wouldn't advice you to consider it",general,"live LOCATION1, advice",Negative
"I live in London, i hope you realise that LOCATION1 is one of the most run down areas of London and it is home to the most notorious estate in the UK",general,"live London, hope",Negative
I lived and worked in a very poor area of London called LOCATION1 it's fill of social problems,general,lived worked poor,Negative
I love LOCATION1,general,love LOCATION1 love,Positive
I love going to LOCATION1,general,love going LOCATION1,Positive
I love it around LOCATION1,general,love around LOCATION1,Positive
I particularly like LOCATION1,general,particularly like LOCATION1,Positive
I rather like LOCATION1,general,rather like LOCATION1,Positive
"I used to live on LOCATION1 Road and to be honest it was the nicest, most fun place ever",general,used live LOCATION1,Positive
I was in LOCATION1 this weekend and parts around there are gorgeous,general,LOCATION1 weekend parts,Positive
I was not to keen on LOCATION1 at all,general,keen LOCATION1,Negative
I was told LOCATION1 was good,general,told LOCATION1 good,Positive
I would definitely recommend LOCATION1,general,would definitely recommend,Positive
I would look at LOCATION1,general,would look LOCATION1,Positive
"I would n't want to live in either , but LOCATION1 has some nice houses being build along the canal and the Olympics will force the council to improve matters further",general,would n't want,Positive
I would pick LOCATION1,general,would pick LOCATION1,Positive
I would prob have to say that LOCATION1 is nicer - LOCATION2 is too boxy,general,would prob say,Positive
I would put in a good word for LOCATION1 though,general,would put good,Positive
I would say LOCATION1 ( brondesbury park ) is definitely an ideal place,general,would say LOCATION1,Positive
I would suggest LOCATION1,general,would suggest LOCATION1,Positive
"I would suggest LOCATION1, West London",general,"would suggest LOCATION1,",Positive
"I would suggest that you consider smaller cities like LOCATION1, i looked at some pictures and i think its gorgeous:)",general,would suggest consider,Positive
"I'D go for LOCATION1, if I were YOU",general,"I'D go LOCATION1,",Positive
I'd avoid nearby LOCATION1 though,general,I'd avoid nearby,Negative
I'd certainly prefer LOCATION1 to LOCATION1,general,I'd certainly prefer,Positive
"I'd recommend LOCATION1 - you should be able to get, a least, a reasonably sized studio, or one-bedroom flat for that price around there",general,I'd recommend LOCATION1,Positive
I'm a fan of LOCATION1 though,general,I'm fan LOCATION1,Positive
I've always loved the area around LOCATION1,general,I've always loved,Positive
I've heard from a few ex work mates the council areas in LOCATION1 are not very nice but it's not personal experience though,general,I've heard ex,Negative
"If I were personally buying a property in London, I would probably go for LOCATION1 as it is a great area, always in demand",general,personally buying property,Positive
If anyone offered me a place on The LOCATION1 I'd jump at it,general,anyone offered place,Positive
If i had to choose between the two i would definitely go for LOCATION1 though,general,choose two would,Positive
If it is n't too expensive LOCATION1 would be a good bet as well,general,n't expensive LOCATION1,Positive
"If you are thinking north, then perhaps look at LOCATION1",general,"thinking north, perhaps",Positive
If you go by tube then West LOCATION1 is nice,general,go tube West,Positive
If you want slightly nicer look at homes in LOCATION1,general,want slightly nicer,Positive
If you want somewhere more funkier and trendier - what about LOCATION1,general,want somewhere funkier,Positive
In LOCATION2 LOCATION1 has some nice streets,general,LOCATION2 LOCATION1 nice,Positive
"In general , LOCATION1 is a good choice , do some more research and you might be able to find a good house share or a 1 bed flat too for a decent rental price",general,LOCATION1 good choice,Positive
"It 's a very nice locale , pretty much matches the description of what you are looking for , and you can probably find a place round there that is suitably expensive LOCATION1 is okay",general,'s nice locale,Positive
"It 's true there are more ` upmarket ' areas of London , but for me the LOCATION1 has the right mix of the rough and the smooth",general,'s true upmarket,Positive
"It also depends on how far you need to travel for work , not that that 's much of an issue in London LOCATION1 is undoubtedly the nicest area , but im prob a bit biased",general,also depends far,Positive
"It is OK To be honest, LOCATION1 has got a lot better than it used to be - really cleaned up it's act",general,"OK honest, LOCATION1",Positive
"LOCATION1 has no soul, no proper shops",general,"LOCATION1 soul, proper",Negative
LOCATION1 is getting better,general,LOCATION1 getting better,Positive
LOCATION1 is nothing special,general,LOCATION1 nothing special,Negative
LOCATION1 ( SW18 ) is another OK area b,general,LOCATION1 SW18 another,Positive
LOCATION1 (: i love it,general,LOCATION1 (: love,Positive
"LOCATION1 , for example , is a trendy , up-and-coming area - but you may not like it",general,LOCATION1 example trendy,Positive
"LOCATION1 , has a bad reputation but they are developing this area and it 's looking great",general,LOCATION1 bad reputation,Positive
LOCATION1 - A very notorious area,general,LOCATION1 notorious area,Negative
LOCATION1 - Nice family neighbourhood,general,LOCATION1 Nice family,Positive
"LOCATION1 - Up and coming, popular with young professionals",general,"LOCATION1 coming, popular",Positive
LOCATION1 - boring area,general,LOCATION1 boring area,Negative
LOCATION1 Council is usually very good and very helpful,general,LOCATION1 Council usually,Positive
LOCATION1 and all nearby areas are very nice too,general,LOCATION1 nearby areas,Positive
LOCATION1 area is probably my favorite part of the area as it has a village like setting,general,LOCATION1 area probably,Positive
LOCATION1 area it is like cool,general,LOCATION1 area like,Positive
LOCATION1 can be a nice area as well a bit of an ` up and coming ' area if you like,general,LOCATION1 nice area,Positive
LOCATION1 can be fun,general,LOCATION1 fun,Positive
"LOCATION1 doesnt really have much to do in the day time its a dump, tbh",general,LOCATION1 doesnt really,Negative
LOCATION1 generally better than LOCATION2,general,LOCATION1 generally better,Positive
LOCATION1 had been improving over the years so you should be fine,general,LOCATION1 improving years,Positive
LOCATION1 has a very large student population because of the university so you will see a lot more of them than the dodgy people,general,LOCATION1 large student,Positive
"LOCATION1 has become a fashionable area, especially around the Columbia Road",general,LOCATION1 become fashionable,Positive
LOCATION1 has more `` character '',general,LOCATION1 `` character,Positive
LOCATION1 has quite an `` arty '' and bohemian reputation these days,general,LOCATION1 quite ``,Positive
LOCATION1 in SE London is like a nice village within London,general,LOCATION1 SE London,Positive
"LOCATION1 in Surrey , ( where my aunt lives ) , is lush - ( IF you 've got the dough to live down there",general,LOCATION1 Surrey aunt,Positive
LOCATION1 in Surrey is a lovely place,general,LOCATION1 Surrey lovely,Positive
LOCATION1 in particular is a vibrant area,general,LOCATION1 particular vibrant,Positive
"LOCATION1 in the East End is vibrant , try The Lanes bar at the opposite end to Trumans Brewery",general,LOCATION1 East End,Positive
LOCATION1 is AWESOME,general,LOCATION1 AWESOME,Positive
LOCATION1 is NOT a ghetto,general,LOCATION1 ghetto,Positive
LOCATION1 is OK,general,LOCATION1 OK,Positive
LOCATION1 is THE worst,general,LOCATION1 worst,Negative
"LOCATION1 is a bit more gritty , but you get the best bargains and there are some quite trendy places",general,LOCATION1 bit gritty,Negative
"LOCATION1 is a bit run down , I would n't recommend it",general,LOCATION1 bit run,Negative
"LOCATION1 is a cute area near St Mary 's College and a huge rugby stadium , so the town is usually pretty lively",general,LOCATION1 cute area,Positive
LOCATION1 is a dump,general,LOCATION1 dump,Negative
"LOCATION1 is a fantastic place , lively and happening",general,LOCATION1 fantastic place,Positive
"LOCATION1 is a good area When I moved up to London for college years ago , I too was scared",general,LOCATION1 good area,Positive
LOCATION1 is a good area so relax and enjoy it,general,LOCATION1 good area,Positive
LOCATION1 is a good part of London to be going to uni,general,LOCATION1 good part,Positive
LOCATION1 is a good place,general,LOCATION1 good place,Positive
"LOCATION1 is a great area , especially if you have a family to consider",general,LOCATION1 great area,Positive
LOCATION1 is a great place to stay,general,LOCATION1 great place,Positive
"LOCATION1 is a nice area , too , and it 's not too far from school",general,LOCATION1 nice area,Positive
LOCATION1 is a nice area about 20 mins travel from Central London,general,LOCATION1 nice area,Positive
LOCATION1 is a nice place,general,LOCATION1 nice place,Positive
LOCATION1 is a pretty nice area,general,LOCATION1 pretty nice,Positive
"LOCATION1 is a rubbish dump , avoid at all costs",general,LOCATION1 rubbish dump,Negative
LOCATION1 is absolutely beautiful,general,LOCATION1 absolutely beautiful,Positive
LOCATION1 is alright and nothing bad going to happen to you,general,LOCATION1 alright nothing,Positive
LOCATION1 is also a good area,general,LOCATION1 also good,Positive
LOCATION1 is also fun and full of young people but I do n't think you want to be in SW,general,LOCATION1 also fun,Positive
"LOCATION1 is also ok , as long as it 's south",general,LOCATION1 also ok,Positive
LOCATION1 is an absolute toilet,general,LOCATION1 absolute toilet,Negative
LOCATION1 is an area on the rise,general,LOCATION1 area rise,Positive
LOCATION1 is beautiful,general,LOCATION1 beautiful,Positive
LOCATION1 is better still,general,LOCATION1 better still,Positive
LOCATION1 is better that LOCATION1,general,LOCATION1 better LOCATION1,Positive
LOCATION1 is definitely up and coming,general,LOCATION1 definitely coming,Positive
LOCATION1 is dreadful,general,LOCATION1 dreadful,Negative
LOCATION1 is dull,general,LOCATION1 dull LOCATION1,Negative
LOCATION1 is far better,general,LOCATION1 far better,Positive
LOCATION1 is full of BNP and jobless people,general,LOCATION1 full BNP,Negative
"LOCATION1 is full of drunks , nutters and weirdos",general,LOCATION1 full drunks,Negative
"LOCATION1 is good , its underneath a building and there is a 7 set and lots of hubbas and banks",general,LOCATION1 good underneath,Positive
LOCATION1 is good the choice is huge as is the broad nature of your question,general,LOCATION1 good choice,Positive
LOCATION1 is great,general,LOCATION1 great,Positive
LOCATION1 is great but I would n't take kids there at night,general,LOCATION1 great would,Positive
"LOCATION1 is great if you need to get somewhere like Victroia , lambeth or Surrey",general,LOCATION1 great need,Positive
"LOCATION1 is great too , and the area around liverpool road side would n't be too far from LOCATION2",general,LOCATION1 great area,Positive
LOCATION1 is improving,general,LOCATION1 improving,Positive
LOCATION1 is just heaven I 'm really confused right now,general,LOCATION1 heaven 'm,Positive
LOCATION1 is just unimaginably horrid,general,LOCATION1 unimaginably horrid,Negative
LOCATION1 is known for having a great culture vibe,general,LOCATION1 known great,Positive
LOCATION1 is lovely and in walking distance,general,LOCATION1 lovely walking,Positive
LOCATION1 is lovely and it looks over LOCATION2,general,LOCATION1 lovely looks,Positive
"LOCATION1 is much better and a nice area, I like it",general,LOCATION1 much better,Positive
LOCATION1 is my favourite place,general,LOCATION1 favourite place,Positive
"LOCATION1 is n't bad , but LOCATION1 is , how can i explain it , in a way sepaerated into different areas as well",general,LOCATION1 n't bad,Positive
LOCATION1 is n't too great,general,LOCATION1 n't great,Negative
LOCATION1 is nice,general,LOCATION1 nice LOCATION1,Positive
"LOCATION1 is nice as well , but the tube hall is very scarry , specially when only a few ppl in it with you",general,LOCATION1 nice well,Positive
"LOCATION1 is nice too Hi , I 'm moving to London for a year in about 2 months and have started to browse some of the flatsharing websites to get an idea of costs etc BUT everything is divided up by areas/suburbs and I have no idea where to start looking",general,LOCATION1 nice Hi,Positive
LOCATION1 is nice too My partner and I are thinking of moving to London,general,LOCATION1 nice partner,Positive
LOCATION1 is not a bad place too,general,LOCATION1 bad place,Positive
LOCATION1 is not a very nice borough either,general,LOCATION1 nice borough,Negative
LOCATION1 is not the best of areas,general,LOCATION1 best areas,Negative
LOCATION1 is not too bad,general,LOCATION1 bad,Positive
LOCATION1 is now pretty nice,general,LOCATION1 pretty nice,Positive
LOCATION1 is ok cuz i live there,general,LOCATION1 ok cuz,Positive
LOCATION1 is okay,general,LOCATION1 okay,Positive
LOCATION1 is on the way up so it be worth it in the long term,general,LOCATION1 way worth,Positive
LOCATION1 is one of THE better boroughs in inner London,general,LOCATION1 one better,Positive
LOCATION1 is one of the most prestigious parts of London,general,LOCATION1 one prestigious,Positive
"LOCATION1 is pretty much chav central ( no offence , those from LOCATION1 )",general,LOCATION1 pretty much,Negative
"LOCATION1 is pretty nice , I thought",general,LOCATION1 pretty nice,Positive
LOCATION1 is quite nice though,general,LOCATION1 quite nice,Positive
LOCATION1 is quite up and coming,general,LOCATION1 quite coming,Positive
"LOCATION1 is rapidly improving, though",general,"LOCATION1 rapidly improving,",Positive
LOCATION1 is te funzone,general,LOCATION1 te funzone,Positive
LOCATION1 is the best of those,general,LOCATION1 best,Positive
LOCATION1 is the most depressing bit and there are some very big estates towards LOCATION2,general,LOCATION1 depressing bit,Negative
"LOCATION1 is the most depressing place i 've ever lived none of the neighbours speak to you , everyone had an attitude and there were rats in the bins by the flats we lived in",general,LOCATION1 depressing place,Negative
LOCATION1 is the place for you,general,LOCATION1 place LOCATION1,Positive
LOCATION1 is the place for you I am shifting from Austria to London in the beggning of Nov,general,LOCATION1 place shifting,Positive
LOCATION1 is the place for you I think i will be moving to London in a month or so on my own,general,LOCATION1 place think,Positive
LOCATION1 is the trendiest place in the capital and completely shed the old image Thinking of moving to London,general,LOCATION1 trendiest place,Positive
LOCATION1 is traditionally the poorer part of London,general,LOCATION1 traditionally poorer,Negative
LOCATION1 is very nice,general,LOCATION1 nice,Positive
LOCATION1 is very popular with my friends who are all in their 20s,general,LOCATION1 popular friends,Positive
"LOCATION1 isn't bad too, I am sure you could find something there, infact, I prefer it to LOCATION1",general,"LOCATION1 bad too,",Positive
LOCATION1 isn't that bad either,general,LOCATION1 bad either,Positive
"LOCATION1 isnt too bad, really",general,"LOCATION1 isnt bad,",Positive
LOCATION1 near LOCATION1 in Kent is lovely,general,LOCATION1 near LOCATION1,Positive
LOCATION1 on the other hand is a bit of a hole,general,LOCATION1 hand bit,Negative
"LOCATION1 on the other hand, now thats alot more up-class",general,"LOCATION1 hand, thats",Positive
"LOCATION1 station is perfectly, perfectly fine - its well lit on a main road with loads of people",general,"LOCATION1 station perfectly,",Positive
LOCATION1 town centre is very nice,general,LOCATION1 town centre,Positive
LOCATION1 use to be really bad but it is getting better,general,LOCATION1 use really,Positive
LOCATION1 used to be better but even that has 'gone downhill',general,LOCATION1 used better,Negative
LOCATION1 was mentioned - sorry but I do not believe that it is a good area,general,LOCATION1 mentioned sorry,Negative
LOCATION1 which covers a number of areas close to LOCATION2 has seen (in my mind) a huge social decline,general,LOCATION1 covers number,Negative
"LOCATION1 will be ok , but like I said , ANY part of ANY London can be a danger",general,LOCATION1 ok like,Positive
LOCATION1 would be okay,general,LOCATION1 would okay,Positive
"LOCATION1's alright, all the people I have met from there have been very friendly and the area's not too bad",general,"LOCATION1's alright, people",Positive
LOCATION1's not a great area at the moment,general,LOCATION1's great area,Negative
LOCATION2 Close to LOCATION1 is the best,general,LOCATION2 Close LOCATION1,Positive
"LOCATION2 has always been the most changing part of London , from the changes made to the LOCATION1 , the regeneration in inland parts , it is a very beautiful area , and the people are nice",general,LOCATION2 always changing,Positive
"Living in LOCATION1, I really feel that I'm in the capital, it's so full of character and so alive",general,"Living LOCATION1, really",Positive
"Lol I live there , and LOCATION1 is an AWESOME neighborhood",general,Lol live LOCATION1,Positive
"London LOCATION1 is pretty poor , too",general,London LOCATION1 pretty,Negative
Look into LOCATION1 as well,general,Look LOCATION1 well,Positive
"Mary Greeno ( maiden name ) LOCATION1 is cool , that 's where I 'm at",general,Mary Greeno maiden,Positive
May I suggest you look at LOCATION1,general,May suggest look,Positive
Maybe try LOCATION1,general,Maybe try LOCATION1,Positive
Most of LB LOCATION1 is nice,general,LB LOCATION1 nice,Positive
Most of LOCATION1 is decent,general,LOCATION1 decent,Positive
Most of LOCATION1 is grotty and horrible,general,LOCATION1 grotty horrible,Positive
"Most of LOCATION1's residential areas are attractive and family-friendly, particularly on the south and east sides of the town",general,LOCATION1's residential areas,Positive
Move to LOCATION1,general,Move LOCATION1,Positive
Much of LOCATION1 is quite upmarket and does not have any reputation for racism,general,Much LOCATION1 quite,Positive
My favourite place in London though by far is LOCATION1,general,favourite place London,Positive
"My goodness , you are in for a shock if you 've only lived in a small village Generally , LOCATION1 is your best bet",general,goodness shock 've,Positive
My preference would be to go to LOCATION1,general,preference would go,Positive
"Naaa, theres nothing wrong with LOCATION1",general,"Naaa, theres nothing",Positive
"Nice , suburban and not too fast-paced LOCATION1 is a nice place",general,Nice suburban LOCATION1,Positive
Nice area with lots of young professionals is LOCATION1,general,Nice area lots,Positive
No Area In LOCATION1 Is Nice,general,Area LOCATION1 Nice,Negative
No Go nowhere near it LOCATION1 is horrible yes it is in fact i was there last weekend Could you suggest a place to live that we can both commute within a reasonable time to and from work,general,Go nowhere near,Negative
"No, LOCATION1 is a lovely place",general,"No, LOCATION1 lovely",Positive
Not all of LOCATION1 is bad,general,LOCATION1 bad,Positive
"One place to avoid - Madame Tussaud 's waxworks , expensive to get in , horrible long queues , and really not worth bothering - there 's much more interesting things to do I always sing the praises of the east - LOCATION1 is great",general,One place avoid,Positive
Or look at LOCATION1,general,look LOCATION1,Positive
People always think LOCATION1 is bad,general,People always think,Negative
Personally I prefer LOCATION1 Great area,general,Personally prefer LOCATION1,Positive
"Personally, I preferred LOCATION1",general,"Personally, preferred LOCATION1",Positive
Plus you are ontop of LOCATION1 which is THE new in trendy place to be,general,Plus ontop LOCATION1,Positive
Sadly I no longer live in London but I'd probably look at LOCATION1 if I was going back,general,Sadly longer live,Positive
"Seriously Personally, i don't like LOCATION1",general,"Seriously Personally, like",Negative
"So, please don't think we are being ignorant, Try LOCATION1",general,"So, please think",Positive
"Some areas, such as LOCATION1, are dearer than others London is such a big place and has so much to see",general,"areas, LOCATION1, dearer",Positive
Somewhere like LOCATION1 might be good,general,Somewhere like LOCATION1,Positive
"Stay out of nasty areas, like LOCATION1, and things will be fine",general,"Stay nasty areas,",Positive
Take a look at LOCATION1,general,Take look LOCATION1,Positive
Take a look at LOCATION1 too,general,Take look LOCATION1,Positive
"That said, you should avoid some of the poorer neighborhoods like LOCATION1",general,"said, avoid poorer",Negative
"The LOCATION1 (central London) is always kept spotless, and street cleaners seems to be out 24/7",general,LOCATION1 (central London),Positive
The LOCATION1 area is lovely,general,LOCATION1 area lovely,Positive
The LOCATION1 is very nice these days a probably the most desirable place in London,general,LOCATION1 nice days,Positive
The area around LOCATION1 is quite pleasant,general,area around LOCATION1,Positive
"The houses in the LOCATION1 were considered to be slums, and frowned upon",general,houses LOCATION1 considered,Negative
The north side of LOCATION1 has characteristically `` inner London '' deprivation,general,north side LOCATION1,Negative
"The other choice is LOCATION1 village because it's also in south London and a really clean, quaint area with a lovely gallery",general,choice LOCATION1 village,Positive
"The stereotype is an old one of LOCATION1, the area is very trendy now",general,stereotype old one,Positive
The town we were in was called LOCATION1 - it was reasonable and very nice,general,town called LOCATION1,Positive
The whole LOCATION1 area has been rocketing upmarket ever since the new British Library moved there,general,whole LOCATION1 area,Positive
There are certain areas of LOCATION1 to avoid,general,certain areas LOCATION1,Negative
There are good things nearby too LOCATION1 is FAB,general,good things nearby,Positive
